4,24,27,33,38,
3,32,38,42,45,
5,7,29,40,68,
2,4,21,25,35,
2,7,24,28,43,
2,30,43,60,69,
3,7,21,24,36,
4,8,25,43,45,
8,20,22,47,63,
2,24,37,66,69,
9,22,32,45,70,
8,27,31,37,54,
3,20,35,46,48,
6,22,35,42,45,
2,6,25,33,36,
2,7,30,39,63,
1,8,22,26,31,
4,7,22,31,57,
1,5,34,52,58,
8,21,31,60,65,
7,22,31,52,57,
2,24,45,63,65,
3,8,28,39,46,
4,22,36,61,63,
2,23,33,36,58,
3,7,32,34,50,
6,30,45,49,69,
5,9,22,36,42,
1,5,22,42,60,
2,8,31,35,63,
4,7,30,46,61,
2,21,28,33,58,
6,22,28,31,33,
7,20,24,31,37,
2,7,24,40,61,
2,23,25,42,67,
5,25,36,63,70,
1,24,27,42,68,
7,30,38,45,69,
3,21,24,32,39,
9,22,39,45,70,
3,7,24,47,64,
5,8,23,30,51,
1,27,49,60,70,
4,20,25,45,63,
3,23,34,42,45,
1,7,20,34,65,
5,22,25,46,60,
5,25,32,60,64,
1,3,28,32,53,
4,28,34,63,65,
1,20,27,36,48,
5,30,42,63,66,
2,8,27,40,67,
4,27,31,48,63,
9,30,39,60,68,
7,21,25,32,60,
3,5,22,32,50,
5,21,31,60,68,
1,20,47,65,68,
7,25,29,42,64,
6,27,34,39,54,
8,23,28,33,53,
3,5,23,42,48,
5,22,36,46,69,
2,7,35,40,66,
4,24,27,37,39,
8,31,36,52,59,
2,22,32,37,51,
3,20,28,34,63,
8,20,31,39,59,
7,22,29,46,65,
3,23,39,60,68,
6,20,42,47,61,
2,22,39,60,63,
8,28,30,39,59,
4,6,33,49,70,
8,23,35,47,68,
8,25,31,33,46,
7,23,26,32,54,
5,32,36,48,63,
4,22,28,39,59,
4,9,29,33,58,
5,34,39,54,59,
6,22,24,45,47,
2,20,29,51,59,
3,24,33,38,69,
5,24,42,45,64,
5,8,25,35,38,
7,22,32,34,63,
5,22,40,49,65,
8,21,27,31,52,
3,8,28,33,38,
9,24,26,35,52,
2,29,42,61,63,
2,7,28,34,43,
3,23,34,42,60,
3,31,35,42,46,
7,26,31,34,59,
