11,18,52,62,65,
15,41,46,64,69,
2,9,26,29,46,
4,23,42,48,51,
15,17,20,45,48,
1,8,40,49,52,
12,16,28,43,69,
5,9,26,42,54,
2,6,27,45,59,
12,31,38,41,67,
1,4,27,46,54,
12,15,31,55,58,
4,25,40,42,53,
12,14,41,48,63,
13,18,35,46,48,
7,20,45,47,54,
11,15,40,46,65,
2,9,25,52,57,
1,7,28,48,52,
1,26,28,44,49,
14,22,27,41,60,
17,19,27,48,60,
13,40,47,52,66,
16,26,28,47,65,
2,27,43,52,59,
2,29,41,52,57,
13,20,23,45,66,
12,42,48,63,69,
2,5,22,26,57,
4,22,43,49,52,
15,40,49,69,70,
12,19,36,41,44,
14,17,42,65,68,
11,12,45,49,56,
17,35,37,60,70,
15,30,36,40,65,
12,41,49,57,64,
12,43,54,60,63,
13,40,49,54,63,
14,19,41,46,59,
4,20,22,47,53,
4,20,25,46,57,
17,40,51,53,70,
12,14,23,49,67,
12,18,33,44,49,
11,19,38,42,60,
11,13,32,38,40,
11,43,52,62,65,
12,17,25,28,60,
12,14,40,43,61,
5,20,28,41,59,
14,18,27,45,70,
15,28,41,44,60,
16,19,40,46,65,
12,15,41,63,66,
5,26,44,46,51,
14,43,48,57,69,
2,24,26,41,47,
7,20,24,41,46,
13,18,43,51,64,
5,20,24,43,53,
4,7,28,41,48,
14,16,28,47,49,
13,36,44,47,51,
12,32,39,47,68,
4,7,20,29,41,
14,16,33,39,46,
13,39,54,55,60,
12,41,45,54,62,
1,8,27,46,49,
13,34,46,49,53,
15,36,55,64,69,
14,26,41,49,61,
8,26,41,47,51,
12,18,33,42,67,
7,20,41,46,54,
12,39,41,62,67,
11,20,49,60,63,
13,31,38,63,68,
7,9,25,40,52,
14,19,26,43,61,
13,42,46,59,62,
10,13,35,45,68,
2,5,24,47,53,
14,22,45,63,65,
16,42,49,62,69,
2,7,20,25,47,
15,41,44,51,52,
14,18,44,47,65,
5,26,42,46,59,
12,28,41,65,67,
2,8,23,49,52,
7,25,28,41,46,
13,43,45,62,64,
15,18,30,39,63,
17,31,42,49,64,
14,15,40,49,59,
12,30,35,41,60,
2,24,42,53,57,
1,22,28,42,47,
15,34,36,46,65,
13,40,48,51,62,
2,24,27,47,57,
13,36,40,45,66,
12,18,30,37,69,
11,13,46,60,65,
16,43,46,53,60,
14,37,42,47,66,
14,43,45,57,64,
17,42,49,60,70,
12,18,31,48,65,
6,20,28,51,59,
4,9,23,48,52,
6,27,44,46,53,
12,17,25,42,65,
15,18,45,62,68,
12,33,35,47,64,
13,16,26,41,49,
11,13,20,42,62,
1,25,40,42,53,
1,7,22,28,41,
12,14,41,57,67,
15,18,32,43,64,
5,21,47,52,54,
14,40,43,67,69,
3,5,20,26,41,
15,40,48,62,65,
14,19,38,61,65,
12,19,21,44,49,
7,9,42,48,52,
12,33,45,62,70,
17,27,42,60,64,
15,27,44,47,60,
17,19,46,48,51,
14,19,43,46,70,
6,27,44,49,57,
7,9,26,40,48,
13,18,40,65,68,
8,42,47,51,57,
13,24,27,45,62,
15,19,46,65,68,
15,18,41,49,64,
6,22,47,49,51,
12,39,48,49,63,
15,31,40,63,68,
4,22,40,49,51,
1,7,24,28,46,
17,42,49,65,68,
14,17,24,27,49,
17,30,36,42,49,
4,20,23,44,57,
4,6,27,48,51,
13,17,38,45,66,
2,20,25,43,53,
16,18,47,49,69,
12,19,30,38,49,
17,20,28,44,49,
12,17,40,51,61,
16,19,32,39,62,
15,24,28,43,69,
13,15,40,47,64,
5,28,44,52,57,
13,17,24,49,60,
13,16,27,46,60,
12,15,26,47,70,
12,31,33,60,64,
12,28,44,47,65,
7,28,46,53,59,
4,21,24,43,45,
4,7,23,41,54,
1,20,42,45,59,
5,22,28,40,45,
3,26,41,47,52,
14,16,47,60,63,
13,18,22,45,49,
1,5,20,42,54,
14,35,46,49,64,
13,33,37,42,68,
14,18,36,61,63,
10,13,42,53,61,
13,19,42,44,63,
8,42,46,53,57,
12,34,47,60,65,
14,28,45,47,70,
16,39,45,49,62,
14,19,32,43,66,
12,15,21,42,44,
14,26,41,48,65,
16,19,36,40,49,
13,42,57,63,66,
15,40,48,65,69,
5,24,42,46,53,
12,17,26,49,67,
8,20,26,41,57,
14,18,44,47,53,
11,17,32,38,65,
4,7,41,44,52,
14,43,47,52,54,
13,20,43,45,68,
1,7,24,45,52,
12,24,26,41,65,
16,31,36,43,47,
17,51,53,62,68,
