1,10,19,44,56,
1,10,19,48,60,
1,10,19,50,54,
1,10,20,43,56,
1,10,20,51,54,
1,10,43,52,56,
1,10,44,49,56,
1,10,44,53,56,
1,11,20,52,56,
1,11,42,50,56,
1,12,20,44,53,
1,13,20,44,56,
1,13,20,54,60,
1,13,42,48,56,
1,13,42,54,60,
1,14,20,52,55,
1,19,42,44,60,
1,19,42,58,60,
1,19,48,50,52,
1,20,42,55,58,
1,20,44,49,56,
1,7,12,42,58,
1,7,20,50,58,
1,8,12,19,50,
1,8,12,42,49,
1,8,13,42,56,
1,8,19,50,60,
1,8,42,50,55,
1,8,42,51,60,
10,12,14,45,47,
10,12,14,45,59,
10,12,17,49,58,
10,12,41,48,55,
10,13,18,44,53,
10,13,20,41,48,
10,13,42,44,57,
10,13,42,54,57,
10,13,47,56,58,
10,14,17,50,53,
10,14,18,51,53,
10,15,19,48,52,
10,15,19,52,58,
10,15,42,44,55,
10,15,49,56,58,
10,17,19,42,54,
10,17,19,48,50,
10,17,19,50,58,
10,17,20,43,52,
10,17,20,51,58,
10,17,42,48,51,
10,17,42,49,58,
10,17,48,53,60,
10,18,43,45,52,
10,18,48,51,55,
10,18,49,51,58,
10,19,41,50,54,
10,19,41,52,54,
10,19,42,44,59,
10,19,46,48,55,
10,19,48,50,59,
10,20,41,51,54,
10,41,49,52,54,
10,44,49,56,59,
2,10,13,17,44,
2,10,14,45,47,
2,10,14,47,55,
2,10,15,44,51,
2,10,19,41,54,
2,10,41,44,51,
2,10,41,48,53,
2,11,18,49,56,
2,11,20,41,56,
2,11,42,50,57,
2,12,14,47,53,
2,12,15,44,55,
2,12,17,43,50,
2,12,20,43,57,
2,12,20,43,59,
2,12,41,49,54,
2,12,41,49,58,
2,13,15,44,56,
2,13,15,48,56,
2,13,18,45,58,
2,14,17,42,45,
2,14,19,42,59,
2,14,19,52,59,
2,14,20,51,59,
2,14,41,45,60,
2,14,41,53,60,
2,14,47,50,55,
2,15,20,49,54,
2,15,44,55,60,
2,17,19,42,54,
2,17,44,51,56,
2,17,48,51,56,
