6,22,47,52,57,
9,27,45,48,53,
1,4,21,29,46,
6,10,24,41,46,
5,8,27,50,65,
2,29,41,43,52,
6,23,30,42,50,
1,4,25,41,57,
2,14,31,45,61,
6,30,45,47,58,
6,9,30,42,55,
6,9,26,52,54,
2,4,21,27,44,
6,9,24,46,50,
10,22,27,50,57,
6,23,44,58,60,
1,8,27,50,55,
4,15,24,35,65,
10,33,36,65,67,
2,6,23,25,51,
6,10,21,46,54,
9,27,41,43,58,
1,3,24,41,50,
7,26,29,41,60,
6,24,41,48,60,
5,9,22,26,53,
8,21,25,46,51,
10,23,26,53,58,
2,19,40,61,65,
7,9,22,49,56,
3,13,28,38,55,
6,28,41,43,58,
9,21,29,43,50,
10,22,30,41,47,
7,13,22,35,40,
5,26,48,51,60,
4,19,25,28,47,
6,22,43,46,60,
6,23,50,52,58,
5,8,27,48,53,
9,30,41,46,56,
6,23,28,44,49,
5,28,30,49,56,
10,23,27,44,52,
5,11,20,27,32,
4,19,35,58,63,
5,31,51,56,68,
8,23,42,53,58,
7,18,27,32,61,
7,10,29,43,52,
2,6,27,30,53,
7,23,45,56,58,
3,27,29,43,50,
1,22,25,46,50,
1,25,46,52,57,
7,24,33,45,60,
10,24,41,51,60,
2,10,21,43,54,
1,22,41,46,53,
1,6,30,48,51,
1,3,30,46,53,
3,9,26,29,42,
3,29,41,55,60,
7,9,26,49,58,
7,9,22,32,51,
6,25,29,45,55,
6,24,41,49,53,
1,5,28,30,47,
4,9,23,27,48,
1,25,28,44,47,
3,6,23,52,55,
1,24,26,41,44,
5,10,29,42,55,
2,25,30,43,50,
5,24,26,53,58,
7,27,37,60,68,
6,24,43,52,56,
1,7,22,52,56,
7,21,48,50,57,
1,10,29,46,54,
9,13,20,22,51,
9,27,43,54,58,
8,35,41,53,56,
1,25,30,45,57,
3,6,28,47,52,
6,27,29,48,56,
6,9,21,45,58,
4,10,22,43,52,
7,24,28,47,69,
9,39,45,52,62,
1,16,26,49,51,
5,21,28,46,58,
7,9,29,51,60,
1,8,25,43,56,
4,22,27,57,60,
8,21,23,41,50,
9,28,34,53,65,
2,27,43,48,52,
6,9,22,28,46,
3,21,43,45,54,
2,9,21,24,55,
6,9,30,43,52,
10,19,33,39,64,
